date,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8
2000-01-01,0.835628342461964,-0.5311858461842631,-0.2974457658848093,1.7645388930184904,-1.5726740650868891,0.11789238561839964,1.186564968817979,-0.9349483647131274
2000-02-01,0.9445317407471233,0.6434364770860077,1.1953502150270585,1.6252348978350215,-2.191642518390707,0.3168631745157396,0.5239292865978977,-1.2330228297349546
2000-03-01,0.20451063927577606,1.0235536355117762,0.9781778761425551,2.1367703813946917,-1.0367317712729047,-1.1545805130676878,0.8115412610247466,-0.5381356807040496
2000-04-01,0.38558041673420557,1.6755090372554737,-0.5009186534004014,1.5880943933159868,-0.0041193289588346005,-2.7646485228792175,1.4744092990548339,-0.47392688942119965
2000-05-01,1.3046686131339746,-0.4670206019582013,1.2788401408377101,1.9160967222415284,-0.47384881120919686,-1.4184005316394421,1.174024713621851,-0.6807735183305113
2000-06-01,2.431735394815104,-1.023959288923951,0.8639487679320137,1.1230198524263337,-2.267462862021989,-1.18957224456283,1.1198216544798807,-0.07104862659453892
2000-07-01,2.070064215232299,-1.1966541127855794,0.04020529289741881,0.9291447122060433,-3.108614305140775,-1.1940625669755587,0.7331555430236039,0.16130554581401246
2000-08-01,3.4103499552443086,-2.268143892835075,2.3541535647954843,0.21042894688571256,-3.348867004268806,-0.6923496008260611,1.1593074710239248,-0.3261886734266962
2000-09-01,3.418540656394403,-2.2747604882218915,2.6898341481642554,0.2502887348883635,-3.4334205929971833,-0.28741800067013434,-0.30505847468910874,0.8265334188480896
2000-10-01,3.312325681713343,-2.6978553927502515,1.2319783987760091,0.7363766026708889,-3.1417917280831675,-0.24202049537917902,1.2381988613739972,0.9175450706637475
2000-11-01,4.450893793293648,-4.0995052874769575,0.5309628245176238,2.850025820442582,-1.695990331070031,-0.34643396774190427,-0.6723226175884016,0.8111981169529485
2000-12-01,5.269466635887127,-3.303263790097604,1.0792021117569877,1.5395901046560658,-2.026572081080687,-1.799704270644963,1.066844841339946,2.1664347012948912
2001-01-01,5.101964135854094,-4.715131926367101,1.8946843012829713,1.242576587201687,-5.192048688228518,-3.8769570779411744,0.2907285307930597,2.8274858254360264
2001-02-01,4.383333240558788,-4.389443722035499,2.044875714841365,1.461141650621716,-4.474734095948503,-4.674623001905618,0.049810061908025866,1.920505397659574
2001-03-01,4.5572860813360165,-4.161962722471829,2.023423974324576,2.225606062472691,-5.252586345284237,-7.012777476716678,1.2639887411404513,2.685076294509268
2001-04-01,3.8971089156357337,-3.891057499445352,1.1145647953489197,4.49876573882168,-6.190678459471063,-7.0772626793424545,-0.12953832174768598,2.7164592560980205
2001-05-01,3.7744482643531367,-3.7917824038668195,0.969827950852064,4.8750079221361515,-4.307644552629085,-7.346393299494925,-1.9061155348553842,3.7574649995976817
2001-06-01,2.8417372679976416,-4.217439242139525,0.025985701639456793,3.9769408597297735,-7.158073462043355,-8.105692375482114,-2.2884732449830576,4.18229746456842
2001-07-01,2.8471695459209223,-4.684771678390575,-0.17601661808741292,3.5401277917690956,-8.633758636757472,-9.503990379725483,-1.4143987915823026,4.081183826034101
2001-08-01,3.721864223519751,-2.91722288172939,-1.3567691829014878,2.1333775995900193,-8.64745237093773,-9.851403272282946,-2.7864559032438496,4.322906546397775
2001-09-01,2.473708626208599,-3.703147166110688,-2.103867756561549,3.103002636443991,-9.669454307496753,-11.108273639041293,-2.418053992266131,3.8754399804610573
2001-10-01,4.165016572492092,-3.2698234162958837,-2.4306308503336105,4.199434482827943,-9.287054932813042,-11.467656976914839,-2.56976514724318,2.8886372972787884
2001-11-01,2.980048578555544,-2.0352896565156096,-3.7316754338776974,4.7655711676462325,-7.627891504130243,-10.032458065074842,-2.6048389020186082,3.7043798170891202
2001-12-01,4.89375177357263,-2.390096564565605,-2.3175545146439758,5.395871280326286,-8.425521289375325,-10.323732216450985,-2.391874107005976,4.356735451780969
2002-01-01,4.08202309858946,-0.8189577251092555,-2.7889328851125708,5.171957751468442,-10.58123695298846,-11.468474635504233,-0.43487268398088097,5.566799666339895
2002-02-01,4.322814281691232,-0.5553766852683828,-3.168320469397609,5.798776876887669,-10.899947887838453,-11.882525206332936,-1.0062636661025768,5.324389001065903
2002-03-01,3.80443035654862,-1.9559569569199338,-2.553265451508251,5.418601612020315,-12.08027394140877,-12.517998825980076,-1.981731605215828,6.320440297102773
2002-04-01,3.080743853067506,-1.1384054083679482,-2.251370379032805,4.8343614749931065,-14.140932763361157,-14.033124134897022,-2.6975607022375727,5.974500423836804
2002-05-01,2.3699728468241066,0.4515326439238643,-3.361853698778271,5.556376447548161,-14.83687795037443,-11.210090555937853,-2.7998410902924165,5.536836034425911
2002-06-01,3.1799113416675535,1.5810070756222105,-3.0596029582117854,4.612195513970283,-15.132621415079353,-11.088105881223948,-2.4069975104405787,5.259757854072792
2002-07-01,1.9880400654676422,1.7850158625381176,-2.3575197313386136,3.2237541923439044,-16.06235422228809,-11.662752936171858,-4.424912521384673,5.454909334110943
2002-08-01,2.2700278398161773,1.6889020419915057,-1.8462371021098138,3.464161138559133,-16.912368840595132,-9.98334801991584,-4.6905693310625125,7.3373876896495975
2002-09-01,0.4928766930225754,1.109225898494359,-1.96553293099125,5.064569432066672,-15.761491874140004,-10.35371407175933,-5.525792627817899,5.8560912499012865
2002-10-01,1.6353225897678856,1.79162125596494,-2.5292627687841795,5.112875739368601,-16.52612513591978,-12.038859964043686,-4.7572708209639085,6.498575657107404
2002-11-01,2.7380101144011517,1.1050742477166884,-2.218304691575416,5.559558847700779,-16.851767813113792,-10.74791563399597,-4.628800734520441,5.578048332183196
2002-12-01,1.836038207329155,1.4736920976643544,-0.5966835237151726,6.432045627981973,-17.73517648157689,-10.478286471090257,-3.9036480358403627,7.6545220171562995
2003-01-01,2.1498529953832652,1.3656793434571846,-1.6098966357053384,5.606699550209355,-17.792630780988034,-9.715842850896141,-5.244655917331398,6.902661336597824
2003-02-01,1.9761573045910323,-0.0862060891053642,-2.0565611476397114,5.531433237989103,-15.775644185440138,-9.927744002686856,-3.7672702564346663,6.382507538517867
2003-03-01,0.9308437752243828,-1.9493508337194392,0.4850296170796642,5.583850387561801,-16.14761696139143,-9.038825568101341,-4.37613802622914,7.965531478653599
2003-04-01,1.2333002086670768,-0.2388641210773077,-0.2432949785945384,6.230945346015923,-16.54918051144234,-7.932335357298765,-3.6159103391338463,6.826235899188792
2003-05-01,0.6919571291895855,-2.512799074263366,0.47462649622788433,7.671844353150544,-17.244914386401017,-7.969249497194891,-2.7676911865660143,6.752282133551255
2003-06-01,1.6753959799917078,-1.4282627348244932,1.4035380964158755,8.470296592696906,-18.35328603800271,-7.386452392434573,-3.302587843053572,7.123442169951113
2003-07-01,0.9805034096023338,-3.2391228560127665,2.4115315223188505,7.585445202795513,-18.385216310565767,-7.661859610500445,-4.826671957800508,6.092440380272793
2003-08-01,2.721903746089333,-2.7702467274248628,2.9570729208093245,7.8781165577522305,-16.746225762259673,-9.24570226619514,-5.313289035301125,5.010654427240818
2003-09-01,1.1066552648870358,-3.1920707731438838,3.2280390888823334,8.82589606148988,-17.390549301206818,-8.080680974952983,-7.307802854034614,3.571825669818227
2003-10-01,0.08704999357364329,-2.9166072473464286,2.638922233610976,6.244196356614245,-17.17592600014902,-7.395652480635498,-8.491975919122645,3.30294796259379
2003-11-01,0.34777265503776306,-3.2765058703073295,4.103009705148391,4.94560853275013,-17.939603336711816,-7.158332255581139,-6.596920895045708,3.329431110129183
2003-12-01,-0.2520803020244478,-3.027925917533743,3.75131157514887,5.246285583837993,-17.754524113094753,-7.918499326928075,-5.899027913897181,1.9640216819709866
2004-01-01,0.14859980309366355,-4.567135918686368,4.32359932359954,5.250089432504618,-18.095397054394347,-8.96748395464557,-6.768184498175118,3.3427449271217826
2004-02-01,1.3247003224702514,-4.131547689870928,4.073624011501182,5.6154684063653315,-17.65962407381001,-8.25062169342227,-7.39888226352814,1.1932307466508054
2004-03-01,0.9096511791646881,-4.764249371831035,4.679586800253124,6.323047580446882,-18.571417274817684,-6.080157135053524,-7.9979781528717115,1.4298376690068306
2004-04-01,1.3632613974805556,-5.577187119045629,3.1311075727875446,7.453447590868553,-19.209505334878056,-6.992268155135068,-8.430815163112628,0.3908047494260174
2004-05-01,1.5061829500797588,-5.50137936746076,1.9586151031451158,5.754770775612925,-20.259335998217956,-7.262770692844751,-9.585890776883002,1.506591824874213
2004-06-01,1.778093644725045,-4.509268341572736,1.8840285100954424,7.96896815862698,-19.878267853790803,-5.621878208018725,-11.934472323281604,2.624067046467769
2004-07-01,1.8142530373569545,-4.003329397317633,1.959410579981287,10.88882508243632,-20.38019223993919,-5.819753434959211,-12.07359771371561,3.1912770727472823
2004-08-01,2.0976867040550697,-2.7518250271582225,2.695198886150447,11.388130256589942,-19.67715417480919,-4.894697638076089,-11.003638438379408,3.5342907633661853
2004-09-01,2.3259651082417756,-4.194557570278702,2.164401089409496,11.305153846531333,-19.560364549126806,-5.658054692891909,-10.343133506082939,4.417871247844695
2004-10-01,3.6033696772826453,-4.929576042595562,2.1150292661012426,11.754147864714223,-21.202871933713414,-5.271258515494902,-9.213378162014093,5.159082393217258
2004-11-01,3.262640947337433,-5.007028840245802,3.596082591222003,12.360575268913845,-20.325404559445996,-5.852596230182588,-8.128100840389008,6.295676190419377
2004-12-01,1.9732958565291172,-5.395489445534578,3.801671692818144,12.999033457975255,-19.55936737641642,-6.387153251902215,-7.865116648480017,7.327951189085117
2005-01-01,2.2188027047406114,-4.3603306384448,4.270000591216127,12.90414004117512,-20.394185735900567,-5.2650945348431755,-8.124556963562599,7.344759676340813
2005-02-01,2.825266554033353,-4.270122934477797,4.716059139777503,13.388573105489566,-20.724067304217588,-5.4811701148562335,-7.4559124649346895,7.257496355985266
2005-03-01,2.8301648228069545,-5.350180541760869,5.125523902076637,11.600610904564192,-22.342509147291377,-6.46377892562052,-7.434039742545832,7.107797679919816
2005-04-01,3.286011765782643,-5.602494338082343,6.720222922165169,13.832897828759164,-23.48965940921905,-8.349922345501803,-7.134485409925542,7.5332628976179965
2005-05-01,2.911431748599064,-5.351843438610428,7.205442761089827,13.438063725451704,-21.883462091633966,-9.052019093170582,-9.252932500065022,8.893433175432392
2005-06-01,1.583541980140731,-5.374211586656783,7.269171042260417,14.175378131210188,-22.916993134255154,-9.138861067958805,-11.680533568884693,9.380818130562659
2005-07-01,0.2786922343248268,-5.8324316112850205,7.855257642760229,11.20237193043177,-23.01049069950765,-8.232517983051245,-12.02827152511086,10.723011163589726
2005-08-01,-0.7728986421203545,-7.292330132346328,8.55011349105087,10.892823571296741,-21.947173949063703,-8.857801284041468,-12.163152314352017,11.48300883421632
2005-09-01,-2.954802534171346,-6.056037774932294,6.087256607674196,9.544464327690235,-22.105866362901608,-7.943519943216195,-12.088644109846006,12.469053534170753
2005-10-01,-1.7139599909351064,-2.6537803968661744,7.054782458706704,10.81730122101844,-22.46790852406933,-8.30487875800772,-10.899113037349148,11.857158409196126
2005-11-01,-1.0498466255967707,-1.8196541743190426,7.519320756692607,10.300547091698808,-22.62393788348002,-8.263977465523217,-10.804914082084235,12.038198541564231
2005-12-01,-0.2487327271052988,-1.5816739644054363,7.1963101738175865,9.546756850914699,-21.692083937514372,-8.230944726540523,-12.048563867112438,11.761933049016257
2006-01-01,0.6423512876351425,-1.9127857442103875,9.130345803517331,8.252719230585287,-21.06024905051218,-9.973273930119399,-13.941666244982294,13.007360578713062
2006-02-01,0.27439386720259884,-2.2795496393003924,10.906248867708907,8.840728289047853,-20.611062694606233,-11.299143407367705,-13.61082762088512,12.358173017003223
2006-03-01,1.898153886942405,-1.88667564390252,10.614795201836236,8.688231964182947,-20.89814494499879,-10.67067348795176,-12.558010633289808,13.854332684764325
2006-04-01,0.29345063511529745,-2.394800615234879,9.506175436373539,8.540265028319162,-20.02438328441006,-7.633477784508322,-11.806427389724364,14.40403755166804
2006-05-01,-0.19055727466510158,-1.4795495663762608,9.99705722142062,6.883560914587952,-17.958414155037175,-7.74818437678641,-13.261809034378011,13.422605185344155
2006-06-01,-0.7890518276823455,-2.8159384518355046,8.954754257096546,8.445172369538174,-17.55021909099122,-8.921377510813175,-12.692396974400193,13.20261009545092
2006-07-01,-2.385414774367419,-3.0229014934721565,10.739686868511114,9.173821159584485,-16.792483272558968,-8.568363431727047,-12.597833811404085,12.082795774743817
2006-08-01,-4.6757876793945865,-2.4451969337091293,11.198075322682273,9.587035988605962,-17.466047653623868,-7.492163526585173,-11.855091226477818,11.450705674128123
2006-09-01,-4.9001982659045815,-4.112015881627345,9.599184849537025,10.336785667554997,-17.079604366962872,-6.710527867324253,-12.837698837231098,11.636168280791756
2006-10-01,-4.212837517191314,-3.3761168480485035,9.884864900768894,9.5211897055198,-17.27915240304886,-4.524869467312333,-12.684720901950035,12.160510652917688
2006-11-01,-3.552290398777317,-4.682143760758313,9.547498046040044,11.452238350213253,-16.996624575106843,-6.87625312421123,-13.721455594064242,11.064562355804673
2006-12-01,-2.9299122204094776,-4.353112043789949,9.224809278467607,10.853414768877686,-15.611728473434747,-6.044911475065451,-13.057438944728785,10.639949060170576
2007-01-01,-3.758769901496013,-5.031529547611433,9.592740666582682,9.235507405145317,-14.61788046653924,-5.81701582772486,-12.434450940158563,12.227538632608567
2007-02-01,-3.901899818630224,-3.2329461601890976,10.677327170211385,9.384542873878992,-15.009063657548834,-6.6168709443114775,-11.97922520969157,9.144114725890272
2007-03-01,-4.994156868150193,-2.1980405580819986,13.000597976242322,8.190207565597959,-15.006252775902063,-4.181760051427389,-12.364382904673647,7.544858030773339
2007-04-01,-4.7770227000801,-1.8635036258074715,13.492899639180353,9.313091544833277,-16.008584561737802,-4.547338629499873,-13.065803849655335,6.617038083909691
2007-05-01,-5.653735740586567,-1.4787759223675538,11.818873441451666,10.762190298680224,-16.511716088570573,-5.368231531477111,-12.845048962386402,5.138436568798385
2007-06-01,-5.322183317966813,-2.059393405925368,11.43788445968075,11.024252184963544,-16.86660462648482,-4.769816370864578,-11.963304470154778,4.806655197560864
2007-07-01,-6.364699458194328,-2.506784386781767,11.89813410308317,10.192558200412462,-17.368198354219672,-4.41303722551704,-13.64226713692604,5.151497394277683
2007-08-01,-5.93176926918639,-2.9139103467573593,9.874018384065693,10.17559045278195,-16.761249254821134,-3.973001588150208,-14.167896903822324,5.800685769980851
2007-09-01,-3.8308689653123493,-2.5493292069632645,9.725671269118047,8.587512113179178,-16.70020497168525,-4.40668833388156,-13.648182671779638,2.8517065956487584
2007-10-01,-3.745904439970505,-4.7237288699819295,9.392004947381878,8.337146535506621,-15.697152901623406,-4.752322925724407,-14.902009613129598,2.6488842124510863
2007-11-01,-3.606407514527225,-4.021484741066389,9.06358646808631,8.667110342536654,-15.743987021846806,-4.440090909560522,-13.46115829389902,2.6272762297972245
2007-12-01,-3.9229567406860935,-2.2067848932154055,10.069060121102117,9.101649432780107,-16.40205169265592,-2.7798965177853256,-13.550141560422608,2.6847091651890085
2008-01-01,-3.548954122062899,-2.7623095666729682,8.67395466685868,7.280509375796463,-16.682401613421774,-1.479258144144785,-12.058816159853219,2.465989458861932
2008-02-01,-3.410001398200258,-3.2229504991951545,11.180039834465097,7.486483292135056,-15.73577965801842,-1.9027876174449954,-11.869713982061315,3.7416720356121105
2008-03-01,-3.062536102557166,-3.5746580872582525,11.008549096506693,6.840668536948421,-16.479546700637684,-2.3172522825297444,-10.766161898490788,4.276833558255162
2008-04-01,-2.6110073570514105,-3.2467594655361633,10.964647610215243,6.077060655064185,-16.989967236743936,-2.4348050377481822,-11.121497702737882,4.376301653208908
2008-05-01,-3.3454763060353865,-4.405850473958193,9.888950782060629,5.3126909686696635,-17.790853613329286,-1.694773190737787,-10.603967082282228,4.863846705592386
2008-06-01,-2.3341683507772863,-3.0185654662619745,10.976288878593301,5.573178835358457,-19.90285191396385,-2.814096335026748,-11.056065482708632,4.762814028161482
2008-07-01,-2.058066338466887,-5.1263861982163785,11.482537001655793,5.43103617863589,-18.73941289794366,-3.8133639727856066,-10.32956702680622,5.312799257158209
2008-08-01,-1.439966001405304,-2.6877403797142274,12.51092598922873,5.141995450430333,-18.56167218826897,-4.213283606573452,-10.381368836484047,6.74085020103151
2008-09-01,-0.01961344382968333,-2.5192015396281904,10.777702697437597,6.431843833557855,-17.01450787280865,-5.385943795089773,-10.17332837949606,5.99115905558809
2008-10-01,-1.602594001779057,-2.2511286906286125,9.624681715261278,7.303059255061253,-17.162372832149764,-5.995388160359292,-10.829806464084808,7.830350041542957
2008-11-01,-2.2339384466349426,-2.051036782116459,10.168218378816219,7.6245557997191185,-16.53478159413695,-5.343285474572733,-11.603869010174414,6.067701113576938
2008-12-01,-2.5487393154332083,-1.3870730853604707,10.623488643614227,7.63398140091463,-17.029791587419606,-5.040130014572374,-11.297968844731436,5.1947868949277245
2009-01-01,-3.5603998901492497,-2.832842508956918,11.443919397155444,7.588757003718896,-16.434815859528037,-4.470431905221149,-10.820186151262053,4.9453737574478875
2009-02-01,-5.455528377589459,-1.5782749977816801,10.38981423040861,6.431969759420334,-15.71233661556249,-4.586198888022585,-11.578710760224883,3.1423491742588823
2009-03-01,-6.282041352450893,-1.279853483173749,9.171796250145228,6.396267070188291,-14.57119490162343,-5.197672720736323,-13.116395074953381,3.949947339894732
2009-04-01,-5.167067773266398,-1.3501049106068301,10.391073231270605,5.230530327820692,-13.145221925020648,-6.175205215079989,-14.027706923754572,3.824157461790496
2009-05-01,-4.532568331765215,0.24642121571590825,10.180250088000342,6.0589233419184065,-13.837288014238535,-7.730452705630324,-14.43674960198911,3.9700526390682973
2009-06-01,-2.4747348771439652,0.42975603054207995,8.332866103962909,5.877076277052002,-14.132425582692175,-8.494326828280744,-14.137580548204115,5.01127283094387
2009-07-01,-3.7807869974355195,-0.34509203520992976,9.72637288945858,6.396603198530474,-13.970932270370698,-8.770813454405156,-15.94921854766813,5.972583058128701
2009-08-01,-3.9554719701685324,0.05608817428755902,8.766412257918791,4.871683546713102,-11.982317650609971,-9.145047729395943,-17.3323197835514,7.229030604832998
2009-09-01,-4.443912133448528,-0.00953227171490123,8.30829345281502,6.032576061079437,-10.342945143690816,-8.762796200831465,-17.544967595778385,7.895533165282524
2009-10-01,-3.328001769573026,1.8946175162452046,7.591822231398553,5.698562792037539,-10.981241204041742,-8.108550792727572,-16.21567396413465,7.796545845883421
2009-11-01,-4.622739144165061,3.500218510408253,6.729364599470931,5.896382820445575,-9.697025265952208,-10.806913789001714,-17.512829737558825,7.7595077768335345
2009-12-01,-6.008031556138183,4.075279524466843,7.297681138881823,6.3645093354216495,-9.21123500086066,-11.178963630885976,-17.518299645627728,7.131730300768519
2010-01-01,-6.237872941597457,3.4502437976514857,7.751695049391155,5.333399108637041,-7.143014647782559,-11.909674118489688,-16.222375693287475,8.194813432531404
